F1,AUC ROC,AUC Precision-Recall,Recall @ k
0.5252827677977379,0.8201866250457022,0.5690372545216706,0.664069264069264
0.5271395271395272,0.8241295691552569,0.5667277606407685,0.6636363636363637
0.5325108369456486,0.8277202503327246,0.5723434857184264,0.6645021645021645
0.5286708650977793,0.828491809562055,0.5759305335785307,0.6645021645021645
0.5288925895087427,0.8280958450329938,0.574168546272406,0.6653679653679654
