F1,AUC ROC,AUC Precision-Recall,Recall @ k
0.496881618711962,0.8260822809878662,0.6596981228137075,0.6366676186396306
0.5149450785951378,0.827865631762545,0.6695414401634191,0.6353586558141748
0.5034229685789038,0.8268496842444412,0.6622773764733654,0.6294921224237232
0.5196669963732278,0.8264252128467334,0.6697356369690834,0.6331215193488505
0.5186016756779066,0.8273836685798882,0.6701237858965369,0.6303964967394926
